date,state,mean,lower_80,upper_80
2020-04-07,North Carolina,0.96,0.88,1.03
2020-04-08,North Carolina,0.95,0.88,1.03
2020-04-09,North Carolina,0.95,0.88,1.03
2020-04-10,North Carolina,0.94,0.88,1.01
2020-04-11,North Carolina,0.93,0.86,1.0
2020-04-12,North Carolina,0.93,0.87,1.0
2020-04-13,North Carolina,0.93,0.86,0.99
2020-04-14,North Carolina,0.92,0.86,1.0
2020-04-15,North Carolina,0.92,0.85,0.99
2020-04-16,North Carolina,0.92,0.84,0.99
2020-04-17,North Carolina,0.92,0.85,0.99
2020-04-18,North Carolina,0.92,0.85,1.0
2020-04-19,North Carolina,0.92,0.84,0.99
2020-04-20,North Carolina,0.92,0.85,0.99
2020-04-21,North Carolina,0.92,0.84,0.98
2020-04-22,North Carolina,0.92,0.85,1.0
2020-04-23,North Carolina,0.93,0.85,0.99
2020-04-24,North Carolina,0.93,0.86,1.0
2020-04-25,North Carolina,0.94,0.86,1.0
2020-04-26,North Carolina,0.94,0.87,1.01
2020-04-27,North Carolina,0.95,0.87,1.01
2020-04-28,North Carolina,0.95,0.88,1.03
2020-04-29,North Carolina,0.96,0.89,1.04
2020-04-30,North Carolina,0.97,0.89,1.04
2020-05-01,North Carolina,0.97,0.89,1.05
2020-05-02,North Carolina,0.97,0.9,1.05
2020-05-03,North Carolina,0.98,0.91,1.05
2020-05-04,North Carolina,0.99,0.92,1.06
2020-05-05,North Carolina,0.99,0.91,1.05
2020-05-06,North Carolina,1.0,0.9,1.06
2020-05-07,North Carolina,1.0,0.93,1.08
2020-05-08,North Carolina,1.01,0.94,1.1
2020-05-09,North Carolina,1.02,0.93,1.09
2020-05-10,North Carolina,1.02,0.93,1.09
2020-05-11,North Carolina,1.03,0.94,1.1
2020-05-12,North Carolina,1.03,0.95,1.1
2020-05-13,North Carolina,1.04,0.95,1.1
2020-05-14,North Carolina,1.04,0.96,1.12
2020-05-15,North Carolina,1.04,0.97,1.12
2020-05-16,North Carolina,1.05,0.96,1.11
2020-05-17,North Carolina,1.05,0.96,1.12
2020-05-18,North Carolina,1.05,0.97,1.14
2020-05-19,North Carolina,1.05,0.98,1.14
2020-05-20,North Carolina,1.05,0.96,1.12
2020-05-21,North Carolina,1.05,0.98,1.12
2020-05-22,North Carolina,1.05,0.97,1.12
2020-05-23,North Carolina,1.04,0.96,1.12
2020-05-24,North Carolina,1.04,0.96,1.11
2020-05-25,North Carolina,1.04,0.95,1.1
2020-05-26,North Carolina,1.03,0.95,1.11
2020-05-27,North Carolina,1.03,0.95,1.11
2020-05-28,North Carolina,1.03,0.96,1.12
2020-05-29,North Carolina,1.03,0.95,1.11
2020-05-30,North Carolina,1.02,0.95,1.09
2020-05-31,North Carolina,1.02,0.95,1.09
2020-06-01,North Carolina,1.02,0.94,1.09
2020-06-02,North Carolina,1.01,0.94,1.08
2020-06-03,North Carolina,1.01,0.94,1.08
2020-06-04,North Carolina,1.01,0.93,1.08
2020-06-05,North Carolina,1.0,0.92,1.07
2020-06-06,North Carolina,1.0,0.93,1.08
2020-06-07,North Carolina,1.0,0.93,1.08
2020-06-08,North Carolina,1.0,0.92,1.07
2020-06-09,North Carolina,1.0,0.93,1.07
2020-06-10,North Carolina,0.99,0.91,1.06
2020-06-11,North Carolina,0.99,0.91,1.07
2020-06-12,North Carolina,0.99,0.91,1.06
2020-06-13,North Carolina,0.99,0.9,1.06
2020-06-14,North Carolina,0.99,0.91,1.07
2020-06-15,North Carolina,0.98,0.9,1.07
2020-06-16,North Carolina,0.99,0.89,1.07
2020-06-17,North Carolina,0.99,0.9,1.08
2020-06-18,North Carolina,0.98,0.9,1.09
2020-06-19,North Carolina,0.98,0.89,1.07
2020-06-20,North Carolina,0.98,0.88,1.08
2020-06-21,North Carolina,0.98,0.88,1.09
2020-06-22,North Carolina,0.98,0.87,1.08
2020-06-23,North Carolina,0.98,0.86,1.08
2020-06-24,North Carolina,0.98,0.86,1.1
2020-06-25,North Carolina,0.98,0.87,1.12
2020-06-26,North Carolina,0.98,0.83,1.11
2020-06-27,North Carolina,0.98,0.81,1.1
2020-06-28,North Carolina,0.98,0.82,1.1
2020-06-29,North Carolina,0.98,0.81,1.11
2020-06-30,North Carolina,0.98,0.8,1.11
2020-07-01,North Carolina,0.98,0.8,1.12
2020-07-02,North Carolina,0.98,0.79,1.13
2020-07-03,North Carolina,0.98,0.77,1.12
2020-07-04,North Carolina,0.98,0.78,1.13
2020-07-05,North Carolina,0.98,0.78,1.13
2020-07-06,North Carolina,0.99,0.78,1.16
2020-07-07,North Carolina,0.99,0.78,1.17
2020-07-08,North Carolina,0.99,0.77,1.18
2020-07-09,North Carolina,0.99,0.74,1.16
2020-07-10,North Carolina,0.99,0.79,1.22
2020-02-26,South Carolina,2.25,1.89,2.6
2020-02-27,South Carolina,2.25,1.91,2.58
2020-02-28,South Carolina,2.24,1.88,2.52
2020-02-29,South Carolina,2.24,1.92,2.53
2020-03-01,South Carolina,2.23,1.92,2.51
2020-03-02,South Carolina,2.23,1.97,2.55
2020-03-03,South Carolina,2.22,1.92,2.49
2020-03-04,South Carolina,2.2,1.95,2.49
2020-03-05,South Carolina,2.19,1.95,2.46
2020-03-06,South Carolina,2.16,1.93,2.41
2020-03-07,South Carolina,2.13,1.86,2.31
2020-03-08,South Carolina,2.1,1.87,2.3
2020-03-09,South Carolina,2.05,1.84,2.26
2020-03-10,South Carolina,2.01,1.77,2.18
2020-03-11,South Carolina,1.95,1.74,2.12
2020-03-12,South Carolina,1.9,1.71,2.06
2020-03-13,South Carolina,1.84,1.67,2.01
2020-03-14,South Carolina,1.78,1.61,1.93
2020-03-15,South Carolina,1.72,1.54,1.85
2020-03-16,South Carolina,1.66,1.51,1.8
2020-03-17,South Carolina,1.59,1.46,1.73
2020-03-18,South Carolina,1.53,1.4,1.66
2020-03-19,South Carolina,1.48,1.35,1.6
2020-03-20,South Carolina,1.42,1.3,1.53
2020-03-21,South Carolina,1.37,1.25,1.48
2020-03-22,South Carolina,1.31,1.21,1.42
2020-03-23,South Carolina,1.27,1.16,1.37
2020-03-24,South Carolina,1.22,1.13,1.33
2020-03-25,South Carolina,1.18,1.09,1.27
2020-03-26,South Carolina,1.14,1.06,1.24
2020-03-27,South Carolina,1.11,1.02,1.2
2020-03-28,South Carolina,1.08,0.99,1.16
2020-03-29,South Carolina,1.05,0.95,1.12
2020-03-30,South Carolina,1.02,0.94,1.1
2020-03-31,South Carolina,1.0,0.92,1.08
2020-04-01,South Carolina,0.98,0.89,1.04
2020-04-02,South Carolina,0.95,0.88,1.03
2020-04-03,South Carolina,0.93,0.86,1.01
2020-04-04,South Carolina,0.92,0.85,0.99
2020-04-05,South Carolina,0.9,0.82,0.97
2020-04-06,South Carolina,0.88,0.8,0.95
2020-04-07,South Carolina,0.87,0.79,0.93
2020-04-08,South Carolina,0.86,0.78,0.93
2020-04-09,South Carolina,0.84,0.77,0.92
2020-04-10,South Carolina,0.83,0.76,0.91
2020-04-11,South Carolina,0.83,0.75,0.89
2020-04-12,South Carolina,0.82,0.75,0.9
2020-04-13,South Carolina,0.81,0.74,0.88
2020-04-14,South Carolina,0.81,0.73,0.88
2020-04-15,South Carolina,0.8,0.74,0.88
2020-04-16,South Carolina,0.8,0.72,0.86
2020-04-17,South Carolina,0.8,0.74,0.87
2020-04-18,South Carolina,0.8,0.74,0.87
2020-04-19,South Carolina,0.8,0.73,0.86
2020-04-20,South Carolina,0.81,0.74,0.87
2020-04-21,South Carolina,0.81,0.75,0.88
2020-04-22,South Carolina,0.82,0.74,0.88
2020-04-23,South Carolina,0.83,0.76,0.9
2020-04-24,South Carolina,0.84,0.77,0.91
2020-04-25,South Carolina,0.85,0.77,0.91
2020-04-26,South Carolina,0.87,0.79,0.93
2020-04-27,South Carolina,0.88,0.8,0.95
2020-04-28,South Carolina,0.9,0.81,0.96
2020-04-29,South Carolina,0.91,0.83,0.99
2020-04-30,South Carolina,0.93,0.85,1.0
2020-05-01,South Carolina,0.95,0.87,1.02
2020-05-02,South Carolina,0.97,0.9,1.05
2020-05-03,South Carolina,0.99,0.91,1.06
2020-05-04,South Carolina,1.02,0.92,1.09
2020-05-05,South Carolina,1.04,0.95,1.11
2020-05-06,South Carolina,1.07,0.97,1.14
2020-05-07,South Carolina,1.09,1.01,1.18
2020-05-08,South Carolina,1.11,1.02,1.19
2020-05-09,South Carolina,1.14,1.05,1.23
2020-05-10,South Carolina,1.16,1.07,1.25
2020-05-11,South Carolina,1.18,1.09,1.27
2020-05-12,South Carolina,1.2,1.12,1.3
2020-05-13,South Carolina,1.22,1.13,1.31
2020-05-14,South Carolina,1.24,1.14,1.33
2020-05-15,South Carolina,1.25,1.15,1.35
2020-05-16,South Carolina,1.26,1.15,1.36
2020-05-17,South Carolina,1.27,1.16,1.38
2020-05-18,South Carolina,1.28,1.16,1.38
2020-05-19,South Carolina,1.28,1.17,1.39
2020-05-20,South Carolina,1.29,1.18,1.4
2020-05-21,South Carolina,1.28,1.16,1.38
2020-05-22,South Carolina,1.28,1.17,1.38
2020-05-23,South Carolina,1.28,1.16,1.38
2020-05-24,South Carolina,1.27,1.16,1.37
2020-05-25,South Carolina,1.26,1.14,1.36
2020-05-26,South Carolina,1.25,1.15,1.37
2020-05-27,South Carolina,1.24,1.14,1.35
2020-05-28,South Carolina,1.23,1.13,1.33
2020-05-29,South Carolina,1.22,1.11,1.31
2020-05-30,South Carolina,1.21,1.1,1.29
2020-05-31,South Carolina,1.2,1.1,1.29
2020-06-01,South Carolina,1.18,1.09,1.28
2020-06-02,South Carolina,1.17,1.09,1.27
2020-06-03,South Carolina,1.16,1.08,1.26
2020-06-04,South Carolina,1.15,1.06,1.24
2020-06-05,South Carolina,1.14,1.06,1.24
2020-06-06,South Carolina,1.13,1.04,1.23
2020-06-07,South Carolina,1.12,1.02,1.2
2020-06-08,South Carolina,1.11,1.02,1.2
2020-06-09,South Carolina,1.1,1.02,1.19
2020-06-10,South Carolina,1.09,1.02,1.19
2020-06-11,South Carolina,1.08,0.99,1.17
2020-06-12,South Carolina,1.07,0.97,1.15
2020-06-13,South Carolina,1.07,0.96,1.14
2020-06-14,South Carolina,1.06,0.97,1.16
2020-06-15,South Carolina,1.05,0.94,1.13
2020-06-16,South Carolina,1.05,0.96,1.15
2020-06-17,South Carolina,1.04,0.93,1.14
2020-06-18,South Carolina,1.04,0.92,1.13
2020-06-19,South Carolina,1.04,0.91,1.12
2020-06-20,South Carolina,1.04,0.91,1.14
2020-06-21,South Carolina,1.03,0.92,1.16
2020-06-22,South Carolina,1.03,0.91,1.16
2020-06-23,South Carolina,1.03,0.9,1.16
2020-06-24,South Carolina,1.03,0.9,1.17
2020-06-25,South Carolina,1.03,0.88,1.16
2020-06-26,South Carolina,1.03,0.87,1.17
2020-06-27,South Carolina,1.03,0.86,1.16
2020-06-28,South Carolina,1.03,0.86,1.16
2020-06-29,South Carolina,1.03,0.84,1.18
2020-06-30,South Carolina,1.03,0.85,1.19
2020-07-01,South Carolina,1.03,0.82,1.18
2020-07-02,South Carolina,1.03,0.83,1.19
2020-07-03,South Carolina,1.03,0.84,1.22
2020-07-04,South Carolina,1.03,0.84,1.22
2020-07-05,South Carolina,1.04,0.81,1.2
2020-07-06,South Carolina,1.03,0.82,1.23
2020-07-07,South Carolina,1.03,0.8,1.22
2020-07-08,South Carolina,1.03,0.79,1.2
2020-07-09,South Carolina,1.04,0.78,1.21
2020-07-10,South Carolina,1.04,0.76,1.21
2020-02-26,Georgia,2.73,2.3,3.08
2020-02-27,Georgia,2.73,2.31,3.09
2020-02-28,Georgia,2.72,2.29,3.02
2020-02-29,Georgia,2.72,2.36,3.04
2020-03-01,Georgia,2.71,2.36,3.01
2020-03-02,Georgia,2.69,2.41,3.02
2020-03-03,Georgia,2.67,2.39,2.96
2020-03-04,Georgia,2.64,2.35,2.91
2020-03-05,Georgia,2.61,2.29,2.82
2020-03-06,Georgia,2.56,2.29,2.79
2020-03-07,Georgia,2.51,2.27,2.74
2020-03-08,Georgia,2.45,2.22,2.67
2020-03-09,Georgia,2.39,2.2,2.62
2020-03-10,Georgia,2.32,2.11,2.51
2020-03-11,Georgia,2.24,2.04,2.4
2020-03-12,Georgia,2.15,1.98,2.32
2020-03-13,Georgia,2.07,1.9,2.23
2020-03-14,Georgia,1.99,1.83,2.13
2020-03-15,Georgia,1.9,1.75,2.02
2020-03-16,Georgia,1.82,1.67,1.94
2020-03-17,Georgia,1.73,1.6,1.85
2020-03-18,Georgia,1.65,1.52,1.76
2020-03-19,Georgia,1.57,1.46,1.7
2020-03-20,Georgia,1.5,1.36,1.6
2020-03-21,Georgia,1.43,1.31,1.53
2020-03-22,Georgia,1.36,1.25,1.45
2020-03-23,Georgia,1.3,1.19,1.39
2020-03-24,Georgia,1.24,1.16,1.35
2020-03-25,Georgia,1.18,1.09,1.27
2020-03-26,Georgia,1.14,1.06,1.24
2020-03-27,Georgia,1.09,1.0,1.17
2020-03-28,Georgia,1.05,0.97,1.13
2020-03-29,Georgia,1.02,0.94,1.09
2020-03-30,Georgia,0.98,0.91,1.07
2020-03-31,Georgia,0.95,0.88,1.03
2020-04-01,Georgia,0.93,0.85,1.0
2020-04-02,Georgia,0.9,0.83,0.98
2020-04-03,Georgia,0.88,0.81,0.95
2020-04-04,Georgia,0.86,0.78,0.92
2020-04-05,Georgia,0.84,0.78,0.91
2020-04-06,Georgia,0.83,0.76,0.89
2020-04-07,Georgia,0.82,0.75,0.89
2020-04-08,Georgia,0.81,0.74,0.86
2020-04-09,Georgia,0.8,0.73,0.85
2020-04-10,Georgia,0.79,0.73,0.86
2020-04-11,Georgia,0.78,0.72,0.84
2020-04-12,Georgia,0.78,0.72,0.84
2020-04-13,Georgia,0.78,0.72,0.83
2020-04-14,Georgia,0.78,0.71,0.83
2020-04-15,Georgia,0.78,0.7,0.83
2020-04-16,Georgia,0.78,0.7,0.83
2020-04-17,Georgia,0.78,0.71,0.84
2020-04-18,Georgia,0.78,0.71,0.84
2020-04-19,Georgia,0.79,0.72,0.84
2020-04-20,Georgia,0.79,0.72,0.85
2020-04-21,Georgia,0.8,0.72,0.85
2020-04-22,Georgia,0.8,0.73,0.86
2020-04-23,Georgia,0.81,0.74,0.87
2020-04-24,Georgia,0.82,0.74,0.88
2020-04-25,Georgia,0.82,0.75,0.88
2020-04-26,Georgia,0.84,0.76,0.89
2020-04-27,Georgia,0.85,0.77,0.91
2020-04-28,Georgia,0.86,0.79,0.93
2020-04-29,Georgia,0.87,0.81,0.94
2020-04-30,Georgia,0.89,0.81,0.95
2020-05-01,Georgia,0.9,0.83,0.97
2020-05-02,Georgia,0.92,0.85,0.99
2020-05-03,Georgia,0.94,0.87,1.01
2020-05-04,Georgia,0.96,0.88,1.04
2020-05-05,Georgia,0.98,0.89,1.05
2020-05-06,Georgia,0.99,0.92,1.09
2020-05-07,Georgia,1.01,0.92,1.08
2020-05-08,Georgia,1.02,0.92,1.09
2020-05-09,Georgia,1.03,0.94,1.11
2020-05-10,Georgia,1.05,0.95,1.12
2020-05-11,Georgia,1.06,0.97,1.14
2020-05-12,Georgia,1.07,0.98,1.15
2020-05-13,Georgia,1.08,0.99,1.17
2020-05-14,Georgia,1.08,1.0,1.17
2020-05-15,Georgia,1.09,1.0,1.18
2020-05-16,Georgia,1.09,1.01,1.18
2020-05-17,Georgia,1.09,1.01,1.18
2020-05-18,Georgia,1.09,1.0,1.18
2020-05-19,Georgia,1.09,1.0,1.17
2020-05-20,Georgia,1.09,1.01,1.18
2020-05-21,Georgia,1.09,0.99,1.18
2020-05-22,Georgia,1.09,1.01,1.19
2020-05-23,Georgia,1.09,1.0,1.19
2020-05-24,Georgia,1.09,1.0,1.17
2020-05-25,Georgia,1.09,1.0,1.18
2020-05-26,Georgia,1.09,1.01,1.18
2020-05-27,Georgia,1.1,1.02,1.18
2020-05-28,Georgia,1.1,1.02,1.19
2020-05-29,Georgia,1.11,1.02,1.19
2020-05-30,Georgia,1.11,1.02,1.18
2020-05-31,Georgia,1.11,1.03,1.19
2020-06-01,Georgia,1.11,1.04,1.21
2020-06-02,Georgia,1.12,1.03,1.2
2020-06-03,Georgia,1.12,1.04,1.21
2020-06-04,Georgia,1.12,1.04,1.22
2020-06-05,Georgia,1.12,1.03,1.2
2020-06-06,Georgia,1.12,1.02,1.2
2020-06-07,Georgia,1.12,1.03,1.2
2020-06-08,Georgia,1.12,1.04,1.21
2020-06-09,Georgia,1.12,1.04,1.21
2020-06-10,Georgia,1.11,1.02,1.2
2020-06-11,Georgia,1.11,1.01,1.19
2020-06-12,Georgia,1.11,1.01,1.19
2020-06-13,Georgia,1.11,1.02,1.2
2020-06-14,Georgia,1.11,1.02,1.2
2020-06-15,Georgia,1.11,1.01,1.21
2020-06-16,Georgia,1.11,1.01,1.21
2020-06-17,Georgia,1.11,0.99,1.2
2020-06-18,Georgia,1.11,0.98,1.19
2020-06-19,Georgia,1.11,0.98,1.21
2020-06-20,Georgia,1.1,0.99,1.22
2020-06-21,Georgia,1.1,0.98,1.23
2020-06-22,Georgia,1.11,0.97,1.22
2020-06-23,Georgia,1.1,0.94,1.21
2020-06-24,Georgia,1.1,0.95,1.23
2020-06-25,Georgia,1.11,0.97,1.26
2020-06-26,Georgia,1.11,0.96,1.26
2020-06-27,Georgia,1.11,0.94,1.26
2020-06-28,Georgia,1.11,0.91,1.26
2020-06-29,Georgia,1.11,0.92,1.27
2020-06-30,Georgia,1.11,0.93,1.29
2020-07-01,Georgia,1.11,0.93,1.3
2020-07-02,Georgia,1.11,0.89,1.27
2020-07-03,Georgia,1.11,0.89,1.28
2020-07-04,Georgia,1.11,0.89,1.29
2020-07-05,Georgia,1.11,0.88,1.31
2020-07-06,Georgia,1.11,0.9,1.33
2020-07-07,Georgia,1.11,0.88,1.32
2020-07-08,Georgia,1.11,0.87,1.33
2020-07-09,Georgia,1.11,0.91,1.38
2020-07-10,Georgia,1.11,0.88,1.35
2020-02-24,Florida,3.08,2.56,3.48
2020-02-25,Florida,3.09,2.65,3.55
2020-02-26,Florida,3.09,2.64,3.48
2020-02-27,Florida,3.08,2.7,3.51
2020-02-28,Florida,3.08,2.72,3.48
2020-02-29,Florida,3.08,2.73,3.43
2020-03-01,Florida,3.06,2.73,3.4
2020-03-02,Florida,3.05,2.76,3.36
2020-03-03,Florida,3.02,2.71,3.3
2020-03-04,Florida,2.97,2.7,3.26
2020-03-05,Florida,2.92,2.63,3.18
2020-03-06,Florida,2.86,2.61,3.14
2020-03-07,Florida,2.78,2.5,2.99
2020-03-08,Florida,2.68,2.44,2.87
2020-03-09,Florida,2.58,2.39,2.78
2020-03-10,Florida,2.47,2.28,2.64
2020-03-11,Florida,2.35,2.17,2.51
2020-03-12,Florida,2.23,2.1,2.42
2020-03-13,Florida,2.11,1.95,2.26
2020-03-14,Florida,1.99,1.84,2.12
2020-03-15,Florida,1.87,1.73,1.99
2020-03-16,Florida,1.75,1.64,1.88
2020-03-17,Florida,1.64,1.52,1.75
2020-03-18,Florida,1.54,1.43,1.65
2020-03-19,Florida,1.45,1.35,1.55
2020-03-20,Florida,1.36,1.26,1.46
2020-03-21,Florida,1.28,1.18,1.36
2020-03-22,Florida,1.21,1.12,1.3
2020-03-23,Florida,1.15,1.04,1.21
2020-03-24,Florida,1.09,1.01,1.17
2020-03-25,Florida,1.04,0.96,1.11
2020-03-26,Florida,1.0,0.93,1.08
2020-03-27,Florida,0.96,0.9,1.04
2020-03-28,Florida,0.93,0.86,1.0
2020-03-29,Florida,0.9,0.83,0.96
2020-03-30,Florida,0.88,0.81,0.95
2020-03-31,Florida,0.85,0.79,0.92
2020-04-01,Florida,0.84,0.77,0.9
2020-04-02,Florida,0.82,0.76,0.88
2020-04-03,Florida,0.81,0.76,0.88
2020-04-04,Florida,0.8,0.73,0.86
2020-04-05,Florida,0.79,0.73,0.85
2020-04-06,Florida,0.79,0.73,0.84
2020-04-07,Florida,0.78,0.72,0.84
2020-04-08,Florida,0.78,0.71,0.83
2020-04-09,Florida,0.78,0.73,0.84
2020-04-10,Florida,0.78,0.73,0.85
2020-04-11,Florida,0.78,0.73,0.84
2020-04-12,Florida,0.78,0.72,0.84
2020-04-13,Florida,0.79,0.72,0.83
2020-04-14,Florida,0.79,0.73,0.86
2020-04-15,Florida,0.8,0.73,0.85
2020-04-16,Florida,0.8,0.74,0.87
2020-04-17,Florida,0.81,0.74,0.87
2020-04-18,Florida,0.82,0.76,0.88
2020-04-19,Florida,0.82,0.76,0.89
2020-04-20,Florida,0.83,0.77,0.9
2020-04-21,Florida,0.84,0.76,0.89
2020-04-22,Florida,0.85,0.78,0.91
2020-04-23,Florida,0.86,0.79,0.92
2020-04-24,Florida,0.87,0.79,0.93
2020-04-25,Florida,0.87,0.8,0.93
2020-04-26,Florida,0.88,0.81,0.94
2020-04-27,Florida,0.89,0.83,0.95
2020-04-28,Florida,0.9,0.83,0.96
2020-04-29,Florida,0.91,0.84,0.97
2020-04-30,Florida,0.92,0.85,0.99
2020-05-01,Florida,0.93,0.87,1.01
2020-05-02,Florida,0.94,0.86,1.01
2020-05-03,Florida,0.96,0.87,1.02
2020-05-04,Florida,0.97,0.9,1.04
2020-05-05,Florida,0.98,0.91,1.05
2020-05-06,Florida,0.99,0.93,1.07
2020-05-07,Florida,1.0,0.92,1.07
2020-05-08,Florida,1.02,0.93,1.09
2020-05-09,Florida,1.03,0.95,1.11
2020-05-10,Florida,1.05,0.97,1.12
2020-05-11,Florida,1.07,0.98,1.14
2020-05-12,Florida,1.08,1.0,1.17
2020-05-13,Florida,1.1,1.02,1.19
2020-05-14,Florida,1.11,1.02,1.19
2020-05-15,Florida,1.13,1.03,1.21
2020-05-16,Florida,1.14,1.05,1.23
2020-05-17,Florida,1.16,1.07,1.25
2020-05-18,Florida,1.17,1.07,1.25
2020-05-19,Florida,1.19,1.1,1.28
2020-05-20,Florida,1.2,1.09,1.28
2020-05-21,Florida,1.21,1.11,1.29
2020-05-22,Florida,1.23,1.13,1.31
2020-05-23,Florida,1.24,1.15,1.33
2020-05-24,Florida,1.26,1.17,1.34
2020-05-25,Florida,1.27,1.18,1.36
2020-05-26,Florida,1.29,1.19,1.37
2020-05-27,Florida,1.3,1.21,1.38
2020-05-28,Florida,1.31,1.22,1.4
2020-05-29,Florida,1.32,1.21,1.4
2020-05-30,Florida,1.33,1.23,1.42
2020-05-31,Florida,1.34,1.24,1.43
2020-06-01,Florida,1.34,1.24,1.43
2020-06-02,Florida,1.35,1.25,1.44
2020-06-03,Florida,1.34,1.25,1.46
2020-06-04,Florida,1.34,1.23,1.43
2020-06-05,Florida,1.34,1.23,1.45
2020-06-06,Florida,1.33,1.23,1.43
2020-06-07,Florida,1.32,1.2,1.41
2020-06-08,Florida,1.31,1.2,1.4
2020-06-09,Florida,1.3,1.18,1.39
2020-06-10,Florida,1.28,1.18,1.37
2020-06-11,Florida,1.27,1.17,1.36
2020-06-12,Florida,1.25,1.16,1.35
2020-06-13,Florida,1.24,1.15,1.34
2020-06-14,Florida,1.23,1.12,1.31
2020-06-15,Florida,1.22,1.12,1.31
2020-06-16,Florida,1.21,1.12,1.31
2020-06-17,Florida,1.2,1.11,1.31
2020-06-18,Florida,1.19,1.08,1.29
2020-06-19,Florida,1.18,1.07,1.28
2020-06-20,Florida,1.17,1.05,1.26
2020-06-21,Florida,1.16,1.06,1.27
2020-06-22,Florida,1.16,1.03,1.26
2020-06-23,Florida,1.15,1.02,1.26
2020-06-24,Florida,1.15,1.03,1.28
2020-06-25,Florida,1.15,1.0,1.26
2020-06-26,Florida,1.15,1.0,1.27
2020-06-27,Florida,1.15,1.01,1.3
2020-06-28,Florida,1.14,1.0,1.3
2020-06-29,Florida,1.14,0.98,1.29
2020-06-30,Florida,1.14,1.0,1.33
2020-07-01,Florida,1.15,0.98,1.33
2020-07-02,Florida,1.14,0.98,1.34
2020-07-03,Florida,1.14,0.96,1.33
2020-07-04,Florida,1.14,0.93,1.31
2020-07-05,Florida,1.14,0.94,1.33
2020-07-06,Florida,1.14,0.94,1.34
2020-07-07,Florida,1.14,0.92,1.33
2020-07-08,Florida,1.15,0.88,1.31
2020-07-09,Florida,1.15,0.9,1.34
2020-07-10,Florida,1.14,0.88,1.33
2020-02-26,Kentucky,2.21,1.84,2.54
2020-02-27,Kentucky,2.21,1.85,2.51
2020-02-28,Kentucky,2.21,1.88,2.52
2020-02-29,Kentucky,2.21,1.83,2.45
2020-03-01,Kentucky,2.21,1.92,2.5
2020-03-02,Kentucky,2.2,1.89,2.45
2020-03-03,Kentucky,2.2,1.96,2.49
2020-03-04,Kentucky,2.2,1.9,2.41
2020-03-05,Kentucky,2.19,1.96,2.45
2020-03-06,Kentucky,2.18,1.95,2.41
2020-03-07,Kentucky,2.17,1.96,2.41
2020-03-08,Kentucky,2.15,1.93,2.36
2020-03-09,Kentucky,2.12,1.91,2.32
2020-03-10,Kentucky,2.09,1.86,2.24
2020-03-11,Kentucky,2.06,1.85,2.23
2020-03-12,Kentucky,2.02,1.86,2.22
2020-03-13,Kentucky,1.98,1.82,2.15
2020-03-14,Kentucky,1.94,1.78,2.1
2020-03-15,Kentucky,1.89,1.75,2.07
2020-03-16,Kentucky,1.85,1.67,1.97
2020-03-17,Kentucky,1.8,1.65,1.95
2020-03-18,Kentucky,1.75,1.61,1.89
2020-03-19,Kentucky,1.7,1.56,1.84
2020-03-20,Kentucky,1.65,1.5,1.77
2020-03-21,Kentucky,1.6,1.47,1.72
2020-03-22,Kentucky,1.55,1.43,1.66
2020-03-23,Kentucky,1.51,1.38,1.61
2020-03-24,Kentucky,1.46,1.36,1.58
2020-03-25,Kentucky,1.42,1.3,1.52
2020-03-26,Kentucky,1.38,1.28,1.48
2020-03-27,Kentucky,1.35,1.24,1.43
2020-03-28,Kentucky,1.31,1.22,1.41
2020-03-29,Kentucky,1.28,1.18,1.37
2020-03-30,Kentucky,1.25,1.15,1.33
2020-03-31,Kentucky,1.22,1.12,1.3
2020-04-01,Kentucky,1.19,1.1,1.28
2020-04-02,Kentucky,1.16,1.07,1.25
2020-04-03,Kentucky,1.14,1.04,1.21
2020-04-04,Kentucky,1.12,1.04,1.21
2020-04-05,Kentucky,1.1,1.02,1.19
2020-04-06,Kentucky,1.09,1.0,1.17
2020-04-07,Kentucky,1.07,0.98,1.15
2020-04-08,Kentucky,1.06,0.98,1.14
2020-04-09,Kentucky,1.04,0.95,1.12
2020-04-10,Kentucky,1.03,0.94,1.1
2020-04-11,Kentucky,1.02,0.94,1.1
2020-04-12,Kentucky,1.01,0.92,1.09
2020-04-13,Kentucky,1.0,0.92,1.09
2020-04-14,Kentucky,0.99,0.91,1.07
2020-04-15,Kentucky,0.98,0.9,1.06
2020-04-16,Kentucky,0.97,0.9,1.06
2020-04-17,Kentucky,0.97,0.89,1.05
2020-04-18,Kentucky,0.96,0.88,1.04
2020-04-19,Kentucky,0.95,0.88,1.04
2020-04-20,Kentucky,0.95,0.87,1.02
2020-04-21,Kentucky,0.94,0.86,1.01
2020-04-22,Kentucky,0.94,0.85,1.01
2020-04-23,Kentucky,0.94,0.85,1.01
2020-04-24,Kentucky,0.93,0.84,1.0
2020-04-25,Kentucky,0.93,0.85,1.0
2020-04-26,Kentucky,0.93,0.84,1.0
2020-04-27,Kentucky,0.93,0.83,0.99
2020-04-28,Kentucky,0.93,0.83,1.0
2020-04-29,Kentucky,0.93,0.85,1.0
2020-04-30,Kentucky,0.93,0.85,1.01
2020-05-01,Kentucky,0.93,0.86,1.01
2020-05-02,Kentucky,0.94,0.86,1.01
2020-05-03,Kentucky,0.94,0.86,1.01
2020-05-04,Kentucky,0.95,0.87,1.02
2020-05-05,Kentucky,0.95,0.88,1.04
